,e1,e2,intensity
END<->MAX,END,MAX,0.029037208641981536
DDC<->LDLR,DDC,LDLR,0.029000639676705228
MAX<->SET,MAX,SET,0.02898992355856511
HR<->LDLR,HR,LDLR,0.02894241588759696
TH<->VEGF,TH,VEGF,0.028919039788260166
ADO<->EGFR,ADO,EGFR,0.028833113886281143
IMPACT<->PILOT,IMPACT,PILOT,0.02881011577913466
BAD<->PTER,BAD,PTER,0.028727486081701357
HR<->PRL,HR,PRL,0.028687620054595703
CEL<->END,CEL,END,0.02846120738930751
COIL<->MSC,COIL,MSC,0.028345764859582335
KERATIN<->SET,KERATIN,SET,0.0282620331506522
SCT<->WHITE,SCT,WHITE,0.028251276766369862
CEL<->IMPACT,CEL,IMPACT,0.02816316678346569
AID<->VEGF,AID,VEGF,0.028112340573284572
GTT<->TFAM,GTT,TFAM,0.028097027810737328
RHO<->SA,RHO,SA,0.027996001538369345
AID<->COIL,AID,COIL,0.027958326673054187
CEL<->SET,CEL,SET,0.027698590842093345
CELL<->MAX,CELL,MAX,0.027675905659484322
HR<->RHO,HR,RHO,0.02751312686191567
AR<->TG,AR,TG,0.02751163401737695
HAL<->VEGF,HAL,VEGF,0.027485739630551127
MAF<->MET,MAF,MET,0.02745593733059355
CELL<->LAT,CELL,LAT,0.027435885939322033
KERATIN<->PRO,KERATIN,PRO,0.027366225219537046
GAL<->HR,GAL,HR,0.027329462932617826
MVD<->REST,MVD,REST,0.02722686992806007
DF<->VEGF,DF,VEGF,0.027216334368315914
PILOT<->TG,PILOT,TG,0.027209936529028027
ER<->KERATIN,ER,KERATIN,0.027120587568784573
PC<->TFAM,PC,TFAM,0.02708316981587017
MSC<->SCT,MSC,SCT,0.027048498976890878
EGFR<->UNKNOWN,EGFR,UNKNOWN,0.02701455971287338
SA<->ZA,SA,ZA,0.026782008189209942
CEL<->CELL,CEL,CELL,0.026620226703086437
ALPP<->MUT,ALPP,MUT,0.02661884191629299
ASS<->PILOT,ASS,PILOT,0.026529088179042537
EMB<->HR,EMB,HR,0.026492385475029814
BLM<->EGF,BLM,EGF,0.026488090298756446
ASS<->MAX,ASS,MAX,0.026447985647423868
CF<->MSC,CF,MSC,0.0263709809252105
HD<->SA,HD,SA,0.026162529836388494
PILOT<->REL,PILOT,REL,0.02611895287235678
MHC<->SCT,MHC,SCT,0.025957430502731593
MAX<->REL,MAX,REL,0.025760950424705664
IMPACT<->KERATIN,IMPACT,KERATIN,0.02573169008954652
AE<->UNKNOWN,AE,UNKNOWN,0.02570625860270764
MAX<->UNKNOWN,MAX,UNKNOWN,0.025696237389827258
AR<->HR,AR,HR,0.025430287837434222
KERATIN<->TG,KERATIN,TG,0.025279891781590444
COIL<->WHITE,COIL,WHITE,0.02514479975627085
BLM<->TFAM,BLM,TFAM,0.025143931458649453
AE<->HR,AE,HR,0.025125676946958934
CEL<->REL,CEL,REL,0.025123493893029564
CAT<->VEGF,CAT,VEGF,0.025114991377385994
JUN<->PRL,JUN,PRL,0.025084900954413486
ACT<->PILOT,ACT,PILOT,0.024982034756583817
GRP<->PDC,GRP,PDC,0.024964360003701187
DDC<->RHO,DDC,RHO,0.024952306178019912
ACT<->AR,ACT,AR,0.024949526608316543
ASS<->CEL,ASS,CEL,0.02483673921436865
HAL<->SCT,HAL,SCT,0.02482300695074065
MB<->SCT,MB,SCT,0.024799596196800815
CRH<->PRL,CRH,PRL,0.024793457948756835
MET<->PDC,MET,PDC,0.024749606906666426
BAD<->MAF,BAD,MAF,0.024724914591464007
MVD<->PTER,MVD,PTER,0.024719861249976927
CP<->REST,CP,REST,0.02468820954759812
INA<->JUN,INA,JUN,0.02456753514195702
DDC<->HD,DDC,HD,0.02452932229469096
ALPP<->PDC,ALPP,PDC,0.024517148547248197
END<->NET,END,NET,0.024516359587532347
CELL<->KIT,CELL,KIT,0.024490612585100584
AE<->CELL,AE,CELL,0.024475772310616234
HGF<->PTER,HGF,PTER,0.024401407273469754
BAK<->JUN,BAK,JUN,0.024221817763373846
JUN<->TYR,JUN,TYR,0.024193206223095544
EGFR<->PRO,EGFR,PRO,0.024181819701936547
EGFR<->ER,EGFR,ER,0.024167756937196094
COIL<->MHC,COIL,MHC,0.02407702538868134
EMB<->PRO,EMB,PRO,0.02406175104366213
EMB<->ER,EMB,ER,0.02402886975672506
PDC<->POL,PDC,POL,0.024028420224944357
GTT<->SA,GTT,SA,0.02399606593367651
DDC<->ZA,DDC,ZA,0.023919920861780807
AR<->UNKNOWN,AR,UNKNOWN,0.023843424443814085
NET<->SET,NET,SET,0.023774479221419266
CEL<->UNKNOWN,CEL,UNKNOWN,0.02376509478370316
MET<->MUT,MET,MUT,0.023715013852355523
ARCH<->CRH,ARCH,CRH,0.023689032401092467
KERATIN<->REL,KERATIN,REL,0.023656193513594593
CELL<->RD,CELL,RD,0.02361212216493845
ASS<->KERATIN,ASS,KERATIN,0.023579646641312412
POL<->PTER,POL,PTER,0.023549580416336355
REST<->TH,REST,TH,0.023484843956521725
MAF<->POL,MAF,POL,0.02332371002691753
APC<->PTER,APC,PTER,0.023173970372719364
JUN<->RD,JUN,RD,0.023138866735450157
IMPACT<->NET,IMPACT,NET,0.023118859668815286
PC<->SA,PC,SA,0.02306084225012097
EMB<->UNKNOWN,EMB,UNKNOWN,0.022992624016736955
ACT<->KERATIN,ACT,KERATIN,0.022984905323343827
GRP<->MUT,GRP,MUT,0.022847807643558683
MB<->VEGF,MB,VEGF,0.022838690764317528
HGF<->MAF,HGF,MAF,0.022602912216693184
EGFR<->TG,EGFR,TG,0.022524165124957706
DF<->REST,DF,REST,0.022514878120478726
APC<->PDC,APC,PDC,0.02244023167896011
COIL<->MB,COIL,MB,0.022396894901759508
APC<->MAF,APC,MAF,0.022372218917417086
COIL<->HAL,COIL,HAL,0.02228892598088471
JUN<->STAR,JUN,STAR,0.02227643604773862
EGF<->HLA,EGF,HLA,0.022158268880759648
END<->SCT,END,SCT,0.02215719834884044
EMB<->TG,EMB,TG,0.022145840249145482
BAD<->PDC,BAD,PDC,0.022139365402980768
MCC<->PDC,MCC,PDC,0.022054975537240756
PILOT<->UNKNOWN,PILOT,UNKNOWN,0.02201613729636353
HGF<->PDC,HGF,PDC,0.02196333109265587
AFP<->VEGF,AFP,VEGF,0.021950822801471193
CP<->PTER,CP,PTER,0.02184104420205626
HR<->PILOT,HR,PILOT,0.021711931471346445
VEGF<->WHITE,VEGF,WHITE,0.02170762944430924
GAL<->JUN,GAL,JUN,0.021685139860050322
CRH<->PTH,CRH,PTH,0.02164948670494304
LAT<->UNKNOWN,LAT,UNKNOWN,0.021630050999625308
MCC<->MUT,MCC,MUT,0.021625507762321635
IMPACT<->KIT,IMPACT,KIT,0.02158204433409012
BAD<->MUT,BAD,MUT,0.021565314740755605
MCC<->REST,MCC,REST,0.02142057958576339
DDC<->GTT,DDC,GTT,0.021269370409694732
ASS<->NET,ASS,NET,0.02118840125986695
ADO<->VEGF,ADO,VEGF,0.02115825022364905
BLM<->SA,BLM,SA,0.02112569227734468
CRH<->EBP,CRH,EBP,0.0211225358418443
HGF<->REST,HGF,REST,0.021094564523305798
IMPACT<->LAT,IMPACT,LAT,0.020903630028156973
MAF<->MVD,MAF,MVD,0.020900281503942724
KIT<->SET,KIT,SET,0.020865500743694233
CEL<->HR,CEL,HR,0.020828163241578726
GRP<->MAF,GRP,MAF,0.020806242563299795
HR<->MAX,HR,MAX,0.02078908830411754
JUN<->PROC,JUN,PROC,0.020780614935699514
KIT<->UNKNOWN,KIT,UNKNOWN,0.020650824879441615
NET<->REL,NET,REL,0.020647274435208397
PTER<->S,PTER,S,0.02059724952441773
CELL<->NET,CELL,NET,0.020541282170175586
DDC<->PC,DDC,PC,0.020488984579447943
EGF<->PR,EGF,PR,0.020411570733013147
GRP<->REST,GRP,REST,0.020399214129901772
GC<->VEGF,GC,VEGF,0.020377968708899886
END<->KIT,END,KIT,0.020298744136541324
EGF<->ET,EGF,ET,0.02028028396362001
HR<->KERATIN,HR,KERATIN,0.020103912931098897
ACT<->EMB,ACT,EMB,0.020060062883588484
COIL<->END,COIL,END,0.019969684612653284
CRH<->GAL,CRH,GAL,0.019959394317135674
ACT<->EGFR,ACT,EGFR,0.019954742622359387
AID<->REST,AID,REST,0.01975092188694132
ASS<->KIT,ASS,KIT,0.019730051841741893
AFP<->SCT,AFP,SCT,0.019683805589619727
AFM<->EGF,AFM,EGF,0.019670619347926906
CRH<->LPO,CRH,LPO,0.019670588215888532
PTER<->TH,PTER,TH,0.01964434658557958
REST<->S,REST,S,0.019498995179989643
NET<->UNKNOWN,NET,UNKNOWN,0.019442321950313597
MSC<->POLI,MSC,POLI,0.019432762921892652
JUN<->LDLR,JUN,LDLR,0.019416288116042846
KERATIN<->UNKNOWN,KERATIN,UNKNOWN,0.019413849275971194
SCT<->SET,SCT,SET,0.019412284864202746
SCT<->TAT,SCT,TAT,0.01940274348428629
HLA<->TFAM,HLA,TFAM,0.019398728896021816
LAT<->SET,LAT,SET,0.01935683844469161
MAF<->MCC,MAF,MCC,0.0192832396276196
GRP<->PTER,GRP,PTER,0.01923474087962585
EGF<->HDC,EGF,HDC,0.01910803126930782
ASS<->LAT,ASS,LAT,0.018986576765431314
DF<->PTER,DF,PTER,0.0189838967724214
HGF<->MUT,HGF,MUT,0.018926253485379775
AFM<->TFAM,AFM,TFAM,0.018925796887219105
BLM<->DDC,BLM,DDC,0.01891897795751884
CRH<->LDLR,CRH,LDLR,0.018792774363852762
KIT<->REL,KIT,REL,0.018777193110892685
REST<->WHITE,REST,WHITE,0.018765912342026885
JUN<->RHO,JUN,RHO,0.01874648760823917
CP<->MAF,CP,MAF,0.018628806936213493
MUT<->MVD,MUT,MVD,0.018607076896729663
MCC<->PTER,MCC,PTER,0.01850664868235015
MUT<->POL,MUT,POL,0.018480411401707142
PRO<->VEGF,PRO,VEGF,0.018435480556111782
COIL<->TAT,COIL,TAT,0.018420224538282643
MVD<->PDC,MVD,PDC,0.018382562859909815
MAF<->S,MAF,S,0.018337975613916462
APC<->REST,APC,REST,0.018215154610539262
AR<->CELL,AR,CELL,0.018207485922387485
LAT<->REL,LAT,REL,0.018100913965132134
FH<->JUN,FH,JUN,0.018048046543916712
ER<->VEGF,ER,VEGF,0.01804257467171009
END<->LAT,END,LAT,0.017971627196016415
CELL<->PILOT,CELL,PILOT,0.017941633365338303
DO<->SCT,DO,SCT,0.017935952831451215
LAT<->MSC,LAT,MSC,0.017922223478527337
MHC<->PTER,MHC,PTER,0.017893127708303598
APC<->MUT,APC,MUT,0.017843913932886844
AFP<->COIL,AFP,COIL,0.01784054270618361
ET<->TFAM,ET,TFAM,0.01779190594701193
TG<->VEGF,TG,VEGF,0.017729911692103112
EGF<->MYC,EGF,MYC,0.017677485739496308
POL<->REST,POL,REST,0.017607327304584232
COIL<->SET,COIL,SET,0.017525762182037018
MHC<->PDC,MHC,PDC,0.01752212797751864
PDC<->S,PDC,S,0.017362166076791093
CRH<->HD,CRH,HD,0.017354980238651996
MAF<->MHC,MAF,MHC,0.017333556690726854
PR<->TFAM,PR,TFAM,0.017269403380634547
GA<->VEGF,GA,VEGF,0.017237540252873423
CELL<->EGFR,CELL,EGFR,0.0171970309500075
AID<->PTER,AID,PTER,0.017156147938074382
HR<->NET,HR,NET,0.017153962368243167
MYC<->TFAM,MYC,TFAM,0.017086397175217444
ABO<->JUN,ABO,JUN,0.01697011196374642
KIT<->MSC,KIT,MSC,0.01694362875101864
CAT<->SCT,CAT,SCT,0.016931401255770077
HLA<->SA,HLA,SA,0.016902192175592978
END<->REST,END,REST,0.01676359811073668
IMPACT<->SCT,IMPACT,SCT,0.016700614310974703
CELL<->KERATIN,CELL,KERATIN,0.016615328641537135
MAF<->TH,MAF,TH,0.016578803990040598
CRH<->RHO,CRH,RHO,0.0165580019282071
CP<->MUT,CP,MUT,0.016551916271335745
CP<->PDC,CP,PDC,0.016516254082946956
HDC<->TFAM,HDC,TFAM,0.016381476400302263
JUN<->ZA,JUN,ZA,0.016298709988058137
PDC<->TAT,PDC,TAT,0.016278842193828424
CRH<->INA,CRH,INA,0.01623669802629588
ARCH<->DDC,ARCH,DDC,0.01622975497614999
EGF<->FAP,EGF,FAP,0.016149649245144455
REL<->SCT,REL,SCT,0.016107337275331996
COIL<->DO,COIL,DO,0.016079785937044445
MB<->REST,MB,REST,0.016074461283761308
PR<->SA,PR,SA,0.016046336009483273
GC<->SCT,GC,SCT,0.01600782259681771
CAT<->COIL,CAT,COIL,0.016005032226228205
ACT<->VEGF,ACT,VEGF,0.015998816784443207
AFM<->SA,AFM,SA,0.015905894779446966
DF<->MAF,DF,MAF,0.015836597070110158
ASS<->SCT,ASS,SCT,0.015830147948481782
CELL<->EMB,CELL,EMB,0.01582166274784123
EGF<->MUCIN,EGF,MUCIN,0.01578298719359823
CRH<->NRF,CRH,NRF,0.015649581986517867
ET<->SA,ET,SA,0.015615969257435077
MSC<->NET,MSC,NET,0.015588189202399304
CRH<->ZA,CRH,ZA,0.015566732396804141
MUT<->S,MUT,S,0.015562121064517835
CRH<->REN,CRH,REN,0.015519956728681073
PTER<->WHITE,PTER,WHITE,0.015504662969959915
DDC<->PR,DDC,PR,0.01549827002333879
DDC<->HLA,DDC,HLA,0.015384701965271667
MUT<->TH,MUT,TH,0.01535239979252097
DO<->VEGF,DO,VEGF,0.015338843647601248
DDC<->PTH,DDC,PTH,0.015211584412726126
CRH<->FH,CRH,FH,0.015183208506295873
GA<->SCT,GA,SCT,0.015169778395536059
DDC<->EBP,DDC,EBP,0.015158177419094315
HAL<->REST,HAL,REST,0.015085756324970272
MAF<->TAT,MAF,TAT,0.015070459660667166
HAL<->PTER,HAL,PTER,0.015005086865766756
COIL<->IMPACT,COIL,IMPACT,0.014996740367723214
HR<->KIT,HR,KIT,0.014996588277511273
PTER<->TAT,PTER,TAT,0.014940865583639544
DF<->MUT,DF,MUT,0.014936878116496717
HR<->SCT,HR,SCT,0.014894855144106767
CREM<->JUN,CREM,JUN,0.014843500352063686
HDC<->SA,HDC,SA,0.014840589236682768
AID<->MAF,AID,MAF,0.01481690576109345
MB<->PTER,MB,PTER,0.014767527446542897
COIL<->GC,COIL,GC,0.014734048412291024
BLM<->JUN,BLM,JUN,0.014724148671740355
KERATIN<->MSC,KERATIN,MSC,0.014709122723251759
MSC<->PILOT,MSC,PILOT,0.014637762927603229
GTT<->JUN,GTT,JUN,0.014589414851966829
MHC<->REST,MHC,REST,0.014560813588251533
COIL<->REL,COIL,REL,0.01448607229178686
ADO<->SCT,ADO,SCT,0.014454110867211394
AFM<->DDC,AFM,DDC,0.014435215467233316
DDC<->ET,DDC,ET,0.014388473299154974
ASS<->COIL,ASS,COIL,0.01435521097812348
MYC<->SA,MYC,SA,0.014353206149153608
ARCH<->SA,ARCH,SA,0.014344284976892342
JUN<->PC,JUN,PC,0.01432995592620289
END<->VEGF,END,VEGF,0.014322704220702873
HR<->LAT,HR,LAT,0.0141646820616215
DDC<->HDC,DDC,HDC,0.01415257688620708
REST<->SET,REST,SET,0.01413449485472292
MUCIN<->TFAM,MUCIN,TFAM,0.014125421310693137
JUN<->PDF,JUN,PDF,0.014121752150774585
EMB<->MSC,EMB,MSC,0.014116906017874803
FAP<->TFAM,FAP,TFAM,0.014040408326921253
DDC<->LPO,DDC,LPO,0.014006209876662668
MHC<->MUT,MHC,MUT,0.013957277218467515
HD<->JUN,HD,JUN,0.013944344780250823
CRH<->GTT,CRH,GTT,0.013921064514612422
PDC<->TH,PDC,TH,0.01378838304311987
COIL<->MCC,COIL,MCC,0.013765692582637726
COIL<->GA,COIL,GA,0.013719049607172056
HAL<->MAF,HAL,MAF,0.01367861090553401
ARCH<->TFAM,ARCH,TFAM,0.013652245380219388
GRP<->VEGF,GRP,VEGF,0.0136443376226903
ADO<->COIL,ADO,COIL,0.013638167666270089
CRH<->STAR,CRH,STAR,0.013580484309728812
PTH<->SA,PTH,SA,0.013475347623487914
COIL<->HR,COIL,HR,0.013474405326922276
EBP<->SA,EBP,SA,0.013472760926811846
CRH<->PC,CRH,PC,0.013420052348479762
CAT<->PDC,CAT,PDC,0.013405943062582398
AID<->PDC,AID,PDC,0.013316824018841234
CEL<->MSC,CEL,MSC,0.013314419393517189
MCC<->SCT,MCC,SCT,0.013242620095675155
AID<->MUT,AID,MUT,0.013187893625772938
HAL<->PDC,HAL,PDC,0.01316286622931028
MAF<->WHITE,MAF,WHITE,0.013125991734473746
DO<->REST,DO,REST,0.013106576858134657
DDC<->MYC,DDC,MYC,0.013036223508549237
JUN<->RAN,JUN,RAN,0.013018105703671456
DF<->PDC,DF,PDC,0.012974205810882556
COIL<->GRP,COIL,GRP,0.012971904874492153
END<->PTER,END,PTER,0.012930640127690057
SET<->VEGF,SET,VEGF,0.012930330932501607
EBP<->TFAM,EBP,TFAM,0.012926465461524709
PTH<->TFAM,PTH,TFAM,0.012897285336386573
CAT<->PTER,CAT,PTER,0.012895578037438475
BLM<->CRH,BLM,CRH,0.012682546594839564
CAT<->MAF,CAT,MAF,0.012663636296353047
FAP<->SA,FAP,SA,0.01265561981927887
GRP<->SCT,GRP,SCT,0.01258024269369856
MAF<->MB,MAF,MB,0.012572727998820012
POL<->TFAM,POL,TFAM,0.012563165523701115
CRH<->TYR,CRH,TYR,0.012555509966518868
AFP<->PTER,AFP,PTER,0.01249044702259312
EGF<->POL,EGF,POL,0.012482643190388594
LPO<->SA,LPO,SA,0.012470201234931836
PRO<->SCT,PRO,SCT,0.012453927274903163
AFP<->REST,AFP,REST,0.012395075856338726
CRH<->RAN,CRH,RAN,0.012380811621861334
MUCIN<->SA,MUCIN,SA,0.012363935933578943
CRH<->PR,CRH,PR,0.012363344068517631
AR<->MSC,AR,MSC,0.01232950086658309
ER<->SCT,ER,SCT,0.012303025510364565
ALPP<->EGF,ALPP,EGF,0.012301487387096351
MUT<->WHITE,MUT,WHITE,0.012206330293276113
IMPACT<->REST,IMPACT,REST,0.012172014641934029
MUT<->TAT,MUT,TAT,0.012113966482607987
ADO<->PDC,ADO,PDC,0.012074006813802319
JUN<->RELA,JUN,RELA,0.012042042046967115
JUN<->RIG,JUN,RIG,0.012020995008686898
DDC<->FAP,DDC,FAP,0.011981060157659023
LPO<->TFAM,LPO,TFAM,0.011971669640465876
EGF<->MET,EGF,MET,0.011906818514303264
DDC<->NRF,DDC,NRF,0.011880706805688014
COIL<->PRO,COIL,PRO,0.011879733701828174
ABO<->CRH,ABO,CRH,0.011874419271995992
REL<->REST,REL,REST,0.01186981103012606
DDC<->INA,DDC,INA,0.011831720305045867
IMPACT<->VEGF,IMPACT,VEGF,0.011826774505925768
MCC<->VEGF,MCC,VEGF,0.01181530272769793
SCT<->TG,SCT,TG,0.01178049132625173
DDC<->REN,DDC,REN,0.011765148197091435
ASS<->REST,ASS,REST,0.01175575933699813
SCT<->UNKNOWN,SCT,UNKNOWN,0.01173872326725854
HR<->REST,HR,REST,0.011731129906372874
HAL<->MUT,HAL,MUT,0.011695500819361278
AFM<->JUN,AFM,JUN,0.01169172578515233
COIL<->ER,COIL,ER,0.01166826314147045
CELL<->VEGF,CELL,VEGF,0.011664439865957015
MB<->MUT,MB,MUT,0.011628211845841441
MB<->PDC,MB,PDC,0.011628105055195386
BAK<->CRH,BAK,CRH,0.011593868416935691
REL<->VEGF,REL,VEGF,0.011566447231925112
APC<->EGF,APC,EGF,0.011520104300231116
JUN<->SI,JUN,SI,0.01147363252450863
APC<->TFAM,APC,TFAM,0.011455078695201282
MAX<->MSC,MAX,MSC,0.011428574571421778
CRH<->PROC,CRH,PROC,0.011397788179051186
PTER<->SET,PTER,SET,0.011356136797775319
DDC<->MUCIN,DDC,MUCIN,0.011330330553483293
ASS<->VEGF,ASS,VEGF,0.01132079832890199
COIL<->TG,COIL,TG,0.011314506158006167
EGFR<->MSC,EGFR,MSC,0.011312317858928198
DDC<->FH,DDC,FH,0.011254662891843478
REST<->TAT,REST,TAT,0.011227193540344642
ADO<->PTER,ADO,PTER,0.01122557301623838
GC<->PTER,GC,PTER,0.011220435291956897
ADO<->MAF,ADO,MAF,0.01121514309785666
JUN<->PTEN,JUN,PTEN,0.011145057978821772
HGF<->TFAM,HGF,TFAM,0.011125396600629531
AFP<->MAF,AFP,MAF,0.011112777307894605
EGF<->HGF,EGF,HGF,0.011108321434390861
PDC<->WHITE,PDC,WHITE,0.011030760558179
GC<->PDC,GC,PDC,0.011013485580992587
END<->MAF,END,MAF,0.01098349614268183
END<->MUT,END,MUT,0.010958533659606877
MET<->TFAM,MET,TFAM,0.0109312003317428
ER<->PDC,ER,PDC,0.010912420762936158
PDC<->PRO,PDC,PRO,0.010894217581033148
DO<->PTER,DO,PTER,0.010880109118863886
BAD<->EGF,BAD,EGF,0.01081917731719851
ACT<->SCT,ACT,SCT,0.010808176553702057
AFP<->PDC,AFP,PDC,0.010801997827822065
NRF<->SA,NRF,SA,0.010779452253468028
CRH<->HDC,CRH,HDC,0.010752876554208575
JUN<->MYC,JUN,MYC,0.010745235471947119
PDC<->TG,PDC,TG,0.010719375643335987
GC<->MAF,GC,MAF,0.01070156527487079
INA<->SA,INA,SA,0.010695142175834562
REN<->SA,REN,SA,0.010668720968434327
ALPP<->TFAM,ALPP,TFAM,0.010665698443879136
COIL<->UNKNOWN,COIL,UNKNOWN,0.01065153169136353
ERG<->JUN,ERG,JUN,0.01060501431863919
CAT<->MUT,CAT,MUT,0.01060335078410755
POL<->SA,POL,SA,0.01056542064495865
DDC<->STAR,DDC,STAR,0.010531273001109285
HR<->VEGF,HR,VEGF,0.010508240411814916
NRF<->TFAM,NRF,TFAM,0.010482183248890836
CRH<->HLA,CRH,HLA,0.010475240139865977
UNKNOWN<->VEGF,UNKNOWN,VEGF,0.010363357584120257
REN<->TFAM,REN,TFAM,0.01036271130818737
ACT<->COIL,ACT,COIL,0.010356580905764743
AE<->MSC,AE,MSC,0.010293713628986172
INA<->TFAM,INA,TFAM,0.010281586700767472
HLA<->JUN,HLA,JUN,0.010274681192659159
GC<->REST,GC,REST,0.01023935037284639
FH<->SA,FH,SA,0.0102318844630735
DDC<->TYR,DDC,TYR,0.010206817355299713
PRO<->PTER,PRO,PTER,0.010163418763823694
CAT<->REST,CAT,REST,0.010124715279027129
MAF<->PRO,MAF,PRO,0.010108192819779854
GA<->PTER,GA,PTER,0.010096967447296516
CRH<->ET,CRH,ET,0.010071452623827486
ACT<->PDC,ACT,PDC,0.010029690370076927
ER<->MAF,ER,MAF,0.01002593232735811
MAF<->TG,MAF,TG,0.009966781352272075
PTER<->REL,PTER,REL,0.009961953170484001
AFP<->MUT,AFP,MUT,0.00995581512189753
GA<->REST,GA,REST,0.009955321582348388
CAST<->JUN,CAST,JUN,0.009950608445666784
AFM<->CRH,AFM,CRH,0.00993177288346514
DDC<->POL,DDC,POL,0.009901924944939746
ER<->PTER,ER,PTER,0.009878754717470805
PTER<->TG,PTER,TG,0.009877334357617971
IMPACT<->PTER,IMPACT,PTER,0.00987049273916738
BAD<->TFAM,BAD,TFAM,0.009856648109858087
ALPP<->SA,ALPP,SA,0.009823331392759562
MAF<->SET,MAF,SET,0.009802746905905834
APC<->SA,APC,SA,0.009788245147768576
DDC<->RAN,DDC,RAN,0.009763744865302269
FH<->TFAM,FH,TFAM,0.009748652235698126
BAK<->DDC,BAK,DDC,0.009739557091058865
SA<->STAR,SA,STAR,0.009737163615429957
MET<->SA,MET,SA,0.009709973230546199
ASS<->PTER,ASS,PTER,0.009706672830516152
ET<->JUN,ET,JUN,0.00969145115736656
GA<->PDC,GA,PDC,0.009684457650010176
DO<->MAF,DO,MAF,0.009654228401989477
ALPP<->DDC,ALPP,DDC,0.009570047773643859
ABO<->DDC,ABO,DDC,0.009545021264363738
GA<->MAF,GA,MAF,0.009543528919996215
STAR<->TFAM,STAR,TFAM,0.009530723900925568
ARCH<->EGF,ARCH,EGF,0.00951916988785549
SA<->TYR,SA,TYR,0.009495339652629008
DO<->MUT,DO,MUT,0.009487795687155496
HGF<->SA,HGF,SA,0.009445041174226981
DDC<->PROC,DDC,PROC,0.009441390401210835
GRP<->LAT,GRP,LAT,0.009433101875949684
ADO<->MUT,ADO,MUT,0.009428355161874987
TFAM<->TYR,TFAM,TYR,0.009385236359402709
HR<->PTER,HR,PTER,0.009356653046386013
GC<->MUT,GC,MUT,0.009340559218711792
DDC<->MET,DDC,MET,0.009326019091359166
CREM<->CRH,CREM,CRH,0.009301788252851136
MUT<->SET,MUT,SET,0.009291010736624939
JUN<->POL,JUN,POL,0.009273824607526333
APC<->DDC,APC,DDC,0.009271367773103643
TAT<->TFAM,TAT,TFAM,0.009262045645083242
EGF<->MVD,EGF,MVD,0.009240056618818531
ACT<->MAF,ACT,MAF,0.00919313919596889
MHC<->TFAM,MHC,TFAM,0.009182975810955146
EGF<->TAT,EGF,TAT,0.009179965140493273
EGF<->MHC,EGF,MHC,0.009173059575239118
ACT<->PTER,ACT,PTER,0.009152517975111038
CRH<->FAP,CRH,FAP,0.009141818374821574
ADO<->REST,ADO,REST,0.00913606718927831
BAK<->SA,BAK,SA,0.009130803973265815
JUN<->PR,JUN,PR,0.00912832819210898
BAK<->TFAM,BAK,TFAM,0.00909972454558742
RAN<->SA,RAN,SA,0.009083009494635497
GRP<->KIT,GRP,KIT,0.009077746210949714
CRH<->MYC,CRH,MYC,0.009060255370955703
DDC<->HGF,DDC,HGF,0.009026846418128601
MSC<->PRL,MSC,PRL,0.009021083295605727
END<->PDC,END,PDC,0.008969822226606786
ABO<->SA,ABO,SA,0.00896727012638138
EBP<->EGF,EBP,EGF,0.008965250787703934
HDC<->JUN,HDC,JUN,0.008928164483443793
EGF<->PTH,EGF,PTH,0.008912858769649243
PROC<->SA,PROC,SA,0.008892685809444814
CELL<->SCT,CELL,SCT,0.008889670723310832
BAD<->SA,BAD,SA,0.008879505612561215
CF<->JUN,CF,JUN,0.008875286649825054
MUT<->TG,MUT,TG,0.008873266629270606
PROC<->TFAM,PROC,TFAM,0.008847067834616086
ABO<->TFAM,ABO,TFAM,0.008813490448170746
EGF<->S,EGF,S,0.008785948050776864
MUT<->PRO,MUT,PRO,0.00876280198591869
S<->TFAM,S,TFAM,0.00871891719281081
DO<->PDC,DO,PDC,0.008712556929448723
REST<->UNKNOWN,REST,UNKNOWN,0.008698579258946645
RAN<->TFAM,RAN,TFAM,0.008698537580590854
MVD<->TFAM,MVD,TFAM,0.008687140146665898
IMPACT<->MAF,IMPACT,MAF,0.008665475525986654
ER<->MUT,ER,MUT,0.008651240137797856
ASS<->MAF,ASS,MAF,0.008641293399205377
GRP<->NET,GRP,NET,0.008639338804371075
CAST<->CRH,CAST,CRH,0.0086378260894757
BAD<->DDC,BAD,DDC,0.008636119107268716
PDC<->SET,PDC,SET,0.008551183487989066
EMB<->MCC,EMB,MCC,0.008541069053260575
CP<->EGF,CP,EGF,0.008536811838130891
MAF<->REL,MAF,REL,0.008517813680829647
MUT<->REL,MUT,REL,0.008505670241867004
GAL<->MSC,GAL,MSC,0.00847445879103251
MCC<->PILOT,MCC,PILOT,0.008459421739720729
APC<->JUN,APC,JUN,0.008457388450215285
GRP<->PILOT,GRP,PILOT,0.008430088629479247
JUN<->MUCIN,JUN,MUCIN,0.00841127699199637
HR<->MUT,HR,MUT,0.008395200910261755
PRO<->REST,PRO,REST,0.008394900541455726
CELL<->COIL,CELL,COIL,0.008370572552062416
GA<->MUT,GA,MUT,0.008340012374818307
EGF<->LPO,EGF,LPO,0.00833897650574014
ER<->REST,ER,REST,0.008332523629412466
EMB<->GRP,EMB,GRP,0.008319424430693107
MSC<->RD,MSC,RD,0.008310691594018352
GRP<->KERATIN,GRP,KERATIN,0.008306759745565728
REST<->TG,REST,TG,0.00830173210030152
